Country/Region,ObservationDate,SNo,Confirmed,Deaths,Recovered
Luxembourg,05/05/2020,21642,3840.0,96.0,3412.0
Madagascar,05/05/2020,21644,151.0,0.0,101.0
Mainland China,05/05/2020,675713,82883.0,4633.0,77911.0
Malawi,05/05/2020,21645,41.0,3.0,9.0
Malaysia,05/05/2020,21646,6383.0,106.0,4567.0
Maldives,05/05/2020,21647,573.0,2.0,20.0
Mali,05/05/2020,21648,612.0,32.0,228.0
Malta,05/05/2020,21649,482.0,5.0,403.0
Mauritania,05/05/2020,21650,8.0,1.0,6.0
Mauritius,05/05/2020,21651,332.0,10.0,319.0
Mexico,05/05/2020,21652,26025.0,2507.0,16810.0
Moldova,05/05/2020,21653,4363.0,136.0,1544.0
Mongolia,05/05/2020,21655,41.0,0.0,13.0
Morocco,05/05/2020,21657,5219.0,181.0,1838.0
Mozambique,05/05/2020,21658,81.0,0.0,19.0
Namibia,05/05/2020,21659,16.0,0.0,8.0
Nepal,05/05/2020,21660,82.0,0.0,16.0
Netherlands,05/05/2020,108722,41286.0,5185.0,139.0
New Zealand,05/05/2020,21662,1488.0,21.0,1316.0
Nicaragua,05/05/2020,21663,16.0,5.0,7.0
Niger,05/05/2020,21664,763.0,38.0,543.0
Nigeria,05/05/2020,21665,2950.0,98.0,481.0
Norway,05/05/2020,21667,7955.0,215.0,32.0
Pakistan,05/05/2020,21669,22049.0,514.0,5801.0
Panama,05/05/2020,21670,7523.0,210.0,823.0
Papua New Guinea,05/05/2020,21671,8.0,0.0,8.0
Paraguay,05/05/2020,21672,431.0,10.0,135.0
Peru,05/05/2020,21673,51189.0,1444.0,15413.0
Philippines,05/05/2020,21674,9684.0,637.0,1408.0
Poland,05/05/2020,21675,14431.0,716.0,4280.0
Portugal,05/05/2020,21676,25702.0,1074.0,1743.0
Romania,05/05/2020,21678,13837.0,841.0,5454.0
Russia,05/05/2020,21679,155370.0,1451.0,19865.0
Rwanda,05/05/2020,21680,261.0,0.0,129.0
Senegal,05/05/2020,21687,1329.0,11.0,470.0
Serbia,05/05/2020,21688,9677.0,200.0,1723.0
Sierra Leone,05/05/2020,21690,199.0,11.0,43.0
Singapore,05/05/2020,21691,19410.0,18.0,1519.0
Slovakia,05/05/2020,21692,1421.0,25.0,741.0
Slovenia,05/05/2020,21693,1445.0,98.0,244.0
South Africa,05/05/2020,21695,7572.0,148.0,2746.0
South Sudan,05/05/2020,21697,52.0,0.0,0.0
Spain,05/05/2020,21698,219329.0,25613.0,123486.0
Sri Lanka,05/05/2020,21699,771.0,9.0,213.0
Sweden,05/05/2020,21702,23216.0,2854.0,4074.0
Switzerland,05/05/2020,21703,30009.0,1795.0,25400.0
Tajikistan,05/05/2020,21706,293.0,5.0,0.0
Tanzania,05/05/2020,21707,480.0,16.0,167.0
Thailand,05/05/2020,21708,2988.0,54.0,2747.0
Togo,05/05/2020,21710,128.0,9.0,74.0
Tunisia,05/05/2020,21712,1022.0,43.0,482.0
Turkey,05/05/2020,21713,129491.0,3520.0,73285.0
UK,05/05/2020,239354,196243.0,29501.0,926.0
US,05/05/2020,1264374,1204351.0,71064.0,189791.0
Uganda,05/05/2020,21715,98.0,0.0,55.0
Ukraine,05/05/2020,21716,12697.0,316.0,1875.0
Uruguay,05/05/2020,21718,670.0,17.0,468.0
Uzbekistan,05/05/2020,21719,2207.0,10.0,1501.0
Venezuela,05/05/2020,21720,361.0,10.0,158.0
Vietnam,05/05/2020,21721,271.0,0.0,232.0
Zambia,05/05/2020,21725,138.0,3.0,92.0
Zimbabwe,05/05/2020,21726,34.0,4.0,5.0
Algeria,05/06/2020,21869,4997.0,476.0,2197.0
Angola,05/06/2020,21871,36.0,2.0,11.0
Argentina,05/06/2020,21873,5208.0,273.0,1524.0
Armenia,05/06/2020,21874,2782.0,40.0,1135.0
Australia,05/06/2020,177180,6894.0,97.0,6031.0
Austria,05/06/2020,21875,15684.0,608.0,13639.0
Azerbaijan,05/06/2020,21876,2127.0,28.0,1536.0
Bangladesh,05/06/2020,21879,11719.0,186.0,1403.0
Belarus,05/06/2020,21881,19255.0,112.0,4388.0
Belgium,05/06/2020,21882,50781.0,8339.0,12731.0
Benin,05/06/2020,21884,96.0,2.0,50.0
Bhutan,05/06/2020,21885,7.0,0.0,5.0
Bolivia,05/06/2020,21886,1886.0,91.0,198.0
Bosnia and Herzegovina,05/06/2020,21887,1987.0,86.0,928.0
Botswana,05/06/2020,21888,23.0,1.0,8.0
Brazil,05/06/2020,21889,126611.0,8588.0,51370.0
Bulgaria,05/06/2020,21891,1778.0,84.0,360.0
Burkina Faso,05/06/2020,21892,729.0,48.0,555.0
Burundi,05/06/2020,21894,15.0,1.0,7.0
Cambodia,05/06/2020,21896,122.0,0.0,120.0
Cameroon,05/06/2020,21897,2265.0,108.0,1000.0
Canada,05/06/2020,331874,64694.0,4366.0,28184.0
Central African Republic,05/06/2020,21898,94.0,0.0,10.0
Chad,05/06/2020,21899,170.0,17.0,43.0
Chile,05/06/2020,21900,23048.0,281.0,11189.0
Colombia,05/06/2020,21901,8959.0,397.0,2148.0
Comoros,05/06/2020,21902,8.0,1.0,0.0
Costa Rica,05/06/2020,21905,761.0,6.0,428.0
Croatia,05/06/2020,21906,2119.0,85.0,1601.0
Cyprus,05/06/2020,21908,883.0,15.0,296.0
Czech Republic,05/06/2020,21909,7974.0,262.0,4205.0
Denmark,05/06/2020,66072,10136.0,506.0,7689.0
Djibouti,05/06/2020,21912,1124.0,3.0,755.0
Dominican Republic,05/06/2020,21914,8807.0,362.0,1960.0
Ecuador,05/06/2020,21915,31881.0,1618.0,3433.0
Egypt,05/06/2020,21916,7588.0,469.0,1815.0
El Salvador,05/06/2020,21917,633.0,15.0,219.0
Estonia,05/06/2020,21920,1713.0,55.0,264.0
Ethiopia,05/06/2020,21922,162.0,4.0,93.0
Finland,05/06/2020,21924,5573.0,252.0,3500.0
France,05/06/2020,243172,174224.0,25812.0,54079.0
Gabon,05/06/2020,21926,397.0,6.0,93.0
Georgia,05/06/2020,21928,610.0,9.0,269.0
Germany,05/06/2020,21929,168162.0,7275.0,139900.0
Ghana,05/06/2020,21930,3091.0,18.0,294.0
Greece,05/06/2020,21931,2663.0,147.0,1374.0
Guatemala,05/06/2020,21933,798.0,21.0,86.0
Guinea,05/06/2020,21934,1856.0,11.0,597.0
Guyana,05/06/2020,21936,93.0,10.0,27.0
Haiti,05/06/2020,21937,101.0,12.0,10.0
Honduras,05/06/2020,21939,1461.0,99.0,132.0
Hungary,05/06/2020,21940,3111.0,373.0,759.0
Iceland,05/06/2020,21941,1799.0,10.0,1750.0
India,05/06/2020,21942,52987.0,1785.0,15331.0
Indonesia,05/06/2020,21943,12438.0,895.0,2317.0
Iran,05/06/2020,21944,101650.0,6418.0,81587.0
Ireland,05/06/2020,21946,22248.0,1375.0,17110.0
Israel,05/06/2020,21947,16310.0,239.0,10637.0
Italy,05/06/2020,21948,214457.0,29684.0,93245.0
Jamaica,05/06/2020,21950,478.0,9.0,57.0
Japan,05/06/2020,21951,15253.0,556.0,4496.0
Jordan,05/06/2020,21952,473.0,9.0,377.0
Kazakhstan,05/06/2020,21953,4422.0,30.0,1408.0
Kenya,05/06/2020,21954,582.0,26.0,190.0
Kyrgyzstan,05/06/2020,21957,871.0,12.0,614.0
Laos,05/06/2020,21958,19.0,0.0,10.0
Latvia,05/06/2020,21959,900.0,17.0,464.0
Liberia,05/06/2020,21961,178.0,20.0,75.0
Lithuania,05/06/2020,21964,1428.0,48.0,718.0
Luxembourg,05/06/2020,21965,3851.0,98.0,3452.0
Madagascar,05/06/2020,21967,158.0,0.0,101.0
Mainland China,05/06/2020,685726,82885.0,4633.0,77957.0
Malawi,05/06/2020,21968,43.0,3.0,9.0
Malaysia,05/06/2020,21969,6428.0,107.0,4702.0
Maldives,05/06/2020,21970,617.0,2.0,20.0
Mali,05/06/2020,21971,631.0,32.0,261.0
Malta,05/06/2020,21972,484.0,5.0,407.0
Mauritania,05/06/2020,21973,8.0,1.0,6.0
Mauritius,05/06/2020,21974,332.0,10.0,320.0
Mexico,05/06/2020,21975,27634.0,2704.0,17781.0
Moldova,05/06/2020,21976,4476.0,143.0,1658.0
Mongolia,05/06/2020,21978,41.0,0.0,13.0
Morocco,05/06/2020,21980,5408.0,183.0,2017.0
Mozambique,05/06/2020,21981,81.0,0.0,21.0
Namibia,05/06/2020,21982,16.0,0.0,8.0
Nepal,05/06/2020,21983,99.0,0.0,22.0
Netherlands,05/06/2020,110337,41518.0,5221.0,146.0
New Zealand,05/06/2020,21985,1489.0,21.0,1332.0
Nicaragua,05/06/2020,21986,16.0,5.0,7.0
Niger,05/06/2020,21987,770.0,38.0,561.0
Nigeria,05/06/2020,21988,3145.0,103.0,534.0
Norway,05/06/2020,21990,7996.0,216.0,32.0
Pakistan,05/06/2020,21992,24073.0,564.0,6464.0
Panama,05/06/2020,21993,7731.0,218.0,859.0
Papua New Guinea,05/06/2020,21994,8.0,0.0,8.0
Paraguay,05/06/2020,21995,440.0,10.0,142.0
Peru,05/06/2020,21996,54817.0,1533.0,17527.0
Philippines,05/06/2020,21997,10004.0,658.0,1506.0
Poland,05/06/2020,21998,14740.0,733.0,4655.0
Portugal,05/06/2020,21999,26182.0,1089.0,2076.0
Romania,05/06/2020,22001,14107.0,864.0,5788.0
Russia,05/06/2020,22002,165929.0,1537.0,21327.0
Rwanda,05/06/2020,22003,268.0,0.0,130.0
Senegal,05/06/2020,22010,1433.0,12.0,493.0
Serbia,05/06/2020,22011,9791.0,203.0,1971.0
Sierra Leone,05/06/2020,22013,225.0,14.0,54.0
Singapore,05/06/2020,22014,20198.0,20.0,1634.0
Slovakia,05/06/2020,22015,1429.0,25.0,762.0
Slovenia,05/06/2020,22016,1448.0,99.0,246.0
South Africa,05/06/2020,22018,7808.0,153.0,3153.0
South Sudan,05/06/2020,22020,58.0,0.0,0.0
Spain,05/06/2020,22021,220325.0,25857.0,126002.0
Sri Lanka,05/06/2020,22022,797.0,9.0,215.0
Sweden,05/06/2020,22025,23918.0,2941.0,4074.0
Switzerland,05/06/2020,22026,30060.0,1805.0,25700.0
Tajikistan,05/06/2020,22029,379.0,8.0,0.0
Tanzania,05/06/2020,22030,480.0,16.0,167.0
Thailand,05/06/2020,22031,2989.0,55.0,2761.0
Togo,05/06/2020,22033,128.0,9.0,77.0
Tunisia,05/06/2020,22035,1025.0,43.0,591.0
Turkey,05/06/2020,22036,131744.0,3584.0,78202.0
UK,05/06/2020,242907,202359.0,30150.0,934.0
US,05/06/2020,1283108,1228603.0,73431.0,189910.0
Uganda,05/06/2020,22038,100.0,0.0,55.0
Ukraine,05/06/2020,22039,13184.0,327.0,2097.0
Uruguay,05/06/2020,22041,673.0,17.0,486.0
Uzbekistan,05/06/2020,22042,2233.0,10.0,1577.0
Venezuela,05/06/2020,22043,379.0,10.0,176.0
Vietnam,05/06/2020,22044,271.0,0.0,232.0
Zambia,05/06/2020,22048,146.0,4.0,101.0
Zimbabwe,05/06/2020,22049,34.0,4.0,5.0
Algeria,05/07/2020,22192,5182.0,483.0,2323.0
Angola,05/07/2020,22194,36.0,2.0,11.0
Argentina,05/07/2020,22196,5371.0,282.0,1601.0
Armenia,05/07/2020,22197,2884.0,42.0,1185.0
Australia,05/07/2020,179764,6913.0,97.0,6078.0
Austria,05/07/2020,22198,15752.0,609.0,13698.0
Azerbaijan,05/07/2020,22199,2204.0,28.0,1551.0
Bangladesh,05/07/2020,22202,12425.0,199.0,1910.0
Belarus,05/07/2020,22204,20168.0,116.0,5067.0
Belgium,05/07/2020,22205,51420.0,8415.0,12980.0
Benin,05/07/2020,22207,140.0,2.0,53.0
Bhutan,05/07/2020,22208,7.0,0.0,5.0
Bolivia,05/07/2020,22209,2081.0,102.0,219.0
Bosnia and Herzegovina,05/07/2020,22210,2027.0,90.0,954.0
Botswana,05/07/2020,22211,23.0,1.0,9.0
Brazil,05/07/2020,22212,135773.0,9190.0,55350.0
Bulgaria,05/07/2020,22214,1829.0,84.0,384.0
Burkina Faso,05/07/2020,22215,736.0,48.0,562.0
Burundi,05/07/2020,22217,15.0,1.0,7.0
Cambodia,05/07/2020,22219,122.0,0.0,120.0
Cameroon,05/07/2020,22220,2267.0,108.0,1002.0
Canada,05/07/2020,336719,66201.0,4541.0,29260.0
Central African Republic,05/07/2020,22221,94.0,0.0,10.0
Chad,05/07/2020,22222,253.0,27.0,50.0
Chile,05/07/2020,22223,24581.0,285.0,11664.0
Colombia,05/07/2020,22224,9456.0,407.0,2300.0
Comoros,05/07/2020,22225,8.0,1.0,0.0
Costa Rica,05/07/2020,22228,765.0,6.0,445.0
Croatia,05/07/2020,22229,2125.0,86.0,1641.0
Cyprus,05/07/2020,22231,889.0,15.0,400.0
Czech Republic,05/07/2020,22232,8031.0,270.0,4371.0
Denmark,05/07/2020,67041,10281.0,514.0,7907.0
Djibouti,05/07/2020,22235,1133.0,3.0,799.0
Dominican Republic,05/07/2020,22237,9095.0,373.0,2064.0
Ecuador,05/07/2020,22238,30298.0,1654.0,3433.0
Egypt,05/07/2020,22239,7981.0,482.0,1887.0
El Salvador,05/07/2020,22240,695.0,15.0,252.0
Estonia,05/07/2020,22243,1720.0,56.0,273.0
Ethiopia,05/07/2020,22245,191.0,4.0,93.0
Finland,05/07/2020,22247,5673.0,255.0,3500.0
France,05/07/2020,246725,174918.0,25990.0,55191.0
Gabon,05/07/2020,22249,504.0,8.0,110.0
Georgia,05/07/2020,22251,615.0,9.0,275.0
Germany,05/07/2020,22252,169430.0,7392.0,141700.0
Ghana,05/07/2020,22253,3091.0,18.0,303.0
Greece,05/07/2020,22254,2678.0,148.0,1374.0
Guatemala,05/07/2020,22256,832.0,23.0,90.0
Guinea,05/07/2020,22257,1927.0,11.0,629.0
Guyana,05/07/2020,22259,93.0,10.0,27.0
Haiti,05/07/2020,22260,129.0,12.0,16.0
Honduras,05/07/2020,22262,1685.0,105.0,154.0
Hungary,05/07/2020,22263,3150.0,383.0,801.0
Iceland,05/07/2020,22264,1801.0,10.0,1755.0
India,05/07/2020,22265,56351.0,1889.0,16776.0
Indonesia,05/07/2020,22266,12776.0,930.0,2381.0
Iran,05/07/2020,22267,103135.0,6486.0,82744.0
Ireland,05/07/2020,22269,22385.0,1403.0,17110.0
Israel,05/07/2020,22270,16381.0,240.0,10873.0
Italy,05/07/2020,22271,215858.0,29958.0,96276.0
Jamaica,05/07/2020,22273,488.0,9.0,58.0
Japan,05/07/2020,22274,15477.0,577.0,4918.0
Jordan,05/07/2020,22275,494.0,9.0,381.0
Kazakhstan,05/07/2020,22276,4578.0,30.0,1518.0
Kenya,05/07/2020,22277,607.0,29.0,197.0
Kyrgyzstan,05/07/2020,22280,895.0,12.0,637.0
Laos,05/07/2020,22281,19.0,0.0,9.0
Latvia,05/07/2020,22282,909.0,18.0,464.0
Liberia,05/07/2020,22284,189.0,20.0,79.0
Lithuania,05/07/2020,22287,1433.0,49.0,739.0
Luxembourg,05/07/2020,22288,3859.0,100.0,3505.0
Madagascar,05/07/2020,22290,193.0,0.0,101.0
Mainland China,05/07/2020,695739,82886.0,4633.0,77993.0
Malawi,05/07/2020,22291,43.0,3.0,14.0
Malaysia,05/07/2020,22292,6467.0,107.0,4776.0
Maldives,05/07/2020,22293,648.0,3.0,20.0
Mali,05/07/2020,22294,650.0,32.0,271.0
Malta,05/07/2020,22295,486.0,5.0,413.0
Mauritania,05/07/2020,22296,8.0,1.0,6.0
Mauritius,05/07/2020,22297,332.0,10.0,320.0
Mexico,05/07/2020,22298,29616.0,2961.0,17781.0
Moldova,05/07/2020,22299,4605.0,145.0,1747.0
Mongolia,05/07/2020,22301,41.0,0.0,13.0
Morocco,05/07/2020,22303,5548.0,183.0,2179.0
Mozambique,05/07/2020,22304,81.0,0.0,24.0
Namibia,05/07/2020,22305,16.0,0.0,9.0
Nepal,05/07/2020,22306,101.0,0.0,22.0
Netherlands,05/07/2020,111952,41973.0,5306.0,147.0
New Zealand,05/07/2020,22308,1490.0,21.0,1347.0
Nicaragua,05/07/2020,22309,16.0,5.0,7.0
Niger,05/07/2020,22310,781.0,42.0,586.0
Nigeria,05/07/2020,22311,3526.0,107.0,601.0
Norway,05/07/2020,22313,8034.0,217.0,32.0
Pakistan,05/07/2020,22315,24644.0,585.0,6464.0
Panama,05/07/2020,22316,7868.0,225.0,886.0
Papua New Guinea,05/07/2020,22317,8.0,0.0,8.0
Paraguay,05/07/2020,22318,462.0,10.0,148.0
Peru,05/07/2020,22319,58526.0,1627.0,18388.0
Philippines,05/07/2020,22320,10343.0,685.0,1618.0
Poland,05/07/2020,22321,15047.0,755.0,4862.0
Portugal,05/07/2020,22322,26715.0,1105.0,2258.0
Romania,05/07/2020,22324,14499.0,888.0,6144.0
Russia,05/07/2020,22325,177160.0,1625.0,23803.0
Rwanda,05/07/2020,22326,271.0,0.0,133.0
Senegal,05/07/2020,22333,1492.0,13.0,562.0
Serbia,05/07/2020,22334,9848.0,206.0,2160.0
Sierra Leone,05/07/2020,22336,231.0,16.0,54.0
Singapore,05/07/2020,22337,20939.0,20.0,1712.0
Slovakia,05/07/2020,22338,1445.0,26.0,806.0
Slovenia,05/07/2020,22339,1449.0,99.0,247.0
South Africa,05/07/2020,22341,8232.0,161.0,3153.0
South Sudan,05/07/2020,22343,74.0,0.0,0.0
Spain,05/07/2020,22344,221447.0,26070.0,128511.0
Sri Lanka,05/07/2020,22345,824.0,9.0,232.0
Sweden,05/07/2020,22348,24623.0,3040.0,4971.0
Switzerland,05/07/2020,22349,30126.0,1810.0,25900.0
Tajikistan,05/07/2020,22352,461.0,12.0,0.0
Tanzania,05/07/2020,22353,480.0,16.0,167.0
Thailand,05/07/2020,22354,2992.0,55.0,2772.0
Togo,05/07/2020,22356,135.0,9.0,85.0
Tunisia,05/07/2020,22358,1026.0,44.0,600.0
Turkey,05/07/2020,22359,133721.0,3641.0,82984.0
UK,05/07/2020,246460,207977.0,30689.0,970.0
US,05/07/2020,1301842,1257023.0,75662.0,195036.0
Uganda,05/07/2020,22361,101.0,0.0,55.0
Ukraine,05/07/2020,22362,13691.0,340.0,2396.0
Uruguay,05/07/2020,22364,684.0,17.0,492.0
Uzbekistan,05/07/2020,22365,2298.0,10.0,1656.0
Venezuela,05/07/2020,22366,381.0,10.0,185.0
Vietnam,05/07/2020,22367,288.0,0.0,233.0
Zambia,05/07/2020,22371,153.0,4.0,103.0
Zimbabwe,05/07/2020,22372,34.0,4.0,5.0
Algeria,05/08/2020,22515,5369.0,488.0,2467.0
Angola,05/08/2020,22517,43.0,2.0,11.0
Argentina,05/08/2020,22519,5611.0,293.0,1659.0
Armenia,05/08/2020,22520,3029.0,43.0,1218.0
Australia,05/08/2020,182348,6918.0,97.0,6122.0
Austria,05/08/2020,22521,15774.0,614.0,13836.0
Azerbaijan,05/08/2020,22522,2279.0,28.0,1576.0
Bangladesh,05/08/2020,22525,13134.0,206.0,2101.0
Belarus,05/08/2020,22527,21101.0,121.0,5484.0
Belgium,05/08/2020,22528,52011.0,8521.0,13201.0
Benin,05/08/2020,22530,242.0,2.0,62.0
Bhutan,05/08/2020,22531,7.0,0.0,5.0
Bolivia,05/08/2020,22532,2266.0,106.0,237.0
Bosnia and Herzegovina,05/08/2020,22533,2070.0,98.0,960.0
Botswana,05/08/2020,22534,23.0,1.0,9.0
Brazil,05/08/2020,22535,146894.0,10017.0,59297.0
Bulgaria,05/08/2020,22537,1872.0,86.0,401.0
Burkina Faso,05/08/2020,22538,744.0,48.0,566.0
Burundi,05/08/2020,22540,15.0,1.0,7.0
Cambodia,05/08/2020,22542,122.0,0.0,120.0
Cameroon,05/08/2020,22543,2267.0,108.0,1002.0
Canada,05/08/2020,341564,67674.0,4697.0,30239.0
Central African Republic,05/08/2020,22544,143.0,0.0,10.0
Chad,05/08/2020,22545,260.0,28.0,50.0
Chile,05/08/2020,22546,25972.0,294.0,12160.0
Colombia,05/08/2020,22547,10051.0,428.0,2424.0
Comoros,05/08/2020,22548,8.0,1.0,0.0
Costa Rica,05/08/2020,22551,773.0,6.0,461.0
Croatia,05/08/2020,22552,2161.0,86.0,1689.0
Cyprus,05/08/2020,22554,891.0,15.0,400.0
Czech Republic,05/08/2020,22555,8077.0,273.0,4413.0
Denmark,05/08/2020,68010,10416.0,522.0,8125.0
Djibouti,05/08/2020,22558,1135.0,3.0,824.0
Dominican Republic,05/08/2020,22560,9376.0,380.0,2286.0
Ecuador,05/08/2020,22561,28818.0,1704.0,3433.0
Egypt,05/08/2020,22562,8476.0,503.0,1945.0
El Salvador,05/08/2020,22563,742.0,16.0,257.0
Estonia,05/08/2020,22566,1725.0,56.0,704.0
Ethiopia,05/08/2020,22568,194.0,4.0,95.0
Finland,05/08/2020,22570,5738.0,260.0,4000.0
France,05/08/2020,250278,176202.0,26233.0,55892.0
Gabon,05/08/2020,22572,620.0,8.0,110.0
Georgia,05/08/2020,22574,623.0,10.0,288.0
Germany,05/08/2020,22575,170588.0,7510.0,141700.0
Ghana,05/08/2020,22576,4012.0,18.0,323.0
Greece,05/08/2020,22577,2691.0,150.0,1374.0
Guatemala,05/08/2020,22579,900.0,24.0,101.0
Guinea,05/08/2020,22580,2009.0,11.0,663.0
Guyana,05/08/2020,22582,94.0,10.0,35.0
Haiti,05/08/2020,22583,146.0,12.0,17.0
Honduras,05/08/2020,22585,1771.0,107.0,192.0
Hungary,05/08/2020,22586,3178.0,392.0,865.0
Iceland,05/08/2020,22587,1801.0,10.0,1765.0
India,05/08/2020,22588,59695.0,1985.0,17887.0
Indonesia,05/08/2020,22589,13112.0,943.0,2494.0
Iran,05/08/2020,22590,104691.0,6541.0,83837.0
Ireland,05/08/2020,22592,22541.0,1429.0,17110.0
Israel,05/08/2020,22593,16436.0,245.0,11229.0
Italy,05/08/2020,22594,217185.0,30201.0,99023.0
Jamaica,05/08/2020,22596,490.0,9.0,62.0
Japan,05/08/2020,22597,15575.0,590.0,5146.0
Jordan,05/08/2020,22598,508.0,9.0,385.0
Kazakhstan,05/08/2020,22599,4834.0,31.0,1631.0
Kenya,05/08/2020,22600,621.0,29.0,202.0
Kyrgyzstan,05/08/2020,22603,906.0,12.0,650.0
Laos,05/08/2020,22604,19.0,0.0,9.0
Latvia,05/08/2020,22605,928.0,18.0,464.0
Liberia,05/08/2020,22607,199.0,20.0,79.0
Lithuania,05/08/2020,22610,1436.0,49.0,765.0
Luxembourg,05/08/2020,22611,3871.0,100.0,3526.0
Madagascar,05/08/2020,22613,193.0,0.0,101.0
Mainland China,05/08/2020,705752,82887.0,4633.0,77993.0
Malawi,05/08/2020,22614,43.0,3.0,14.0
Malaysia,05/08/2020,22615,6535.0,107.0,4864.0
Maldives,05/08/2020,22616,744.0,3.0,20.0
Mali,05/08/2020,22617,668.0,35.0,285.0
Malta,05/08/2020,22618,489.0,5.0,419.0
Mauritania,05/08/2020,22619,8.0,1.0,6.0
Mauritius,05/08/2020,22620,332.0,10.0,320.0
Mexico,05/08/2020,22621,31522.0,3160.0,20314.0
Moldova,05/08/2020,22622,4728.0,150.0,1826.0
Mongolia,05/08/2020,22624,42.0,0.0,13.0
Morocco,05/08/2020,22626,5711.0,186.0,2324.0
Mozambique,05/08/2020,22627,82.0,0.0,27.0
Namibia,05/08/2020,22628,16.0,0.0,9.0
Nepal,05/08/2020,22629,102.0,0.0,31.0
Netherlands,05/08/2020,113567,42292.0,5377.0,147.0
New Zealand,05/08/2020,22631,1492.0,21.0,1368.0
Nicaragua,05/08/2020,22632,16.0,5.0,7.0
Niger,05/08/2020,22633,795.0,44.0,600.0
Nigeria,05/08/2020,22634,3912.0,117.0,679.0
Norway,05/08/2020,22636,8070.0,218.0,32.0
Pakistan,05/08/2020,22638,26435.0,599.0,7530.0
Panama,05/08/2020,22639,8070.0,231.0,886.0
Papua New Guinea,05/08/2020,22640,8.0,0.0,8.0
Paraguay,05/08/2020,22641,563.0,10.0,152.0
Peru,05/08/2020,22642,61847.0,1714.0,19012.0
Philippines,05/08/2020,22643,10463.0,696.0,1734.0
Poland,05/08/2020,22644,15366.0,776.0,5184.0
Portugal,05/08/2020,22645,27268.0,1114.0,2422.0
Romania,05/08/2020,22647,14811.0,923.0,6423.0
Russia,05/08/2020,22648,187859.0,1723.0,26608.0
Rwanda,05/08/2020,22649,273.0,0.0,136.0
Senegal,05/08/2020,22656,1551.0,13.0,611.0
Serbia,05/08/2020,22657,9943.0,209.0,2453.0
Sierra Leone,05/08/2020,22659,257.0,17.0,54.0
Singapore,05/08/2020,22660,21707.0,20.0,2040.0
Slovakia,05/08/2020,22661,1455.0,26.0,905.0
Slovenia,05/08/2020,22662,1450.0,100.0,252.0
South Africa,05/08/2020,22664,8895.0,178.0,3153.0
South Sudan,05/08/2020,22666,120.0,0.0,2.0
Spain,05/08/2020,22667,222857.0,26299.0,131148.0
Sri Lanka,05/08/2020,22668,835.0,9.0,240.0
Sweden,05/08/2020,22671,25265.0,3175.0,4971.0
Switzerland,05/08/2020,22672,30207.0,1823.0,26100.0
Tajikistan,05/08/2020,22675,522.0,12.0,0.0
Tanzania,05/08/2020,22676,509.0,21.0,183.0
Thailand,05/08/2020,22677,3000.0,55.0,2784.0
Togo,05/08/2020,22679,145.0,10.0,85.0
Tunisia,05/08/2020,22681,1030.0,45.0,638.0
Turkey,05/08/2020,22682,135569.0,3689.0,86396.0
UK,05/08/2020,250013,212629.0,31316.0,997.0
US,05/08/2020,1320576,1283929.0,77180.0,198993.0
Uganda,05/08/2020,22684,101.0,0.0,55.0
Ukraine,05/08/2020,22685,14195.0,361.0,2706.0
Uruguay,05/08/2020,22687,694.0,18.0,506.0
Uzbekistan,05/08/2020,22688,2325.0,10.0,1775.0
Venezuela,05/08/2020,22689,388.0,10.0,190.0
Vietnam,05/08/2020,22690,288.0,0.0,241.0
Zambia,05/08/2020,22694,167.0,4.0,111.0
Zimbabwe,05/08/2020,22695,34.0,4.0,9.0
Algeria,05/09/2020,22838,5558.0,494.0,2546.0
Angola,05/09/2020,22840,43.0,2.0,13.0
Argentina,05/09/2020,22842,5776.0,300.0,1728.0
Armenia,05/09/2020,22843,3175.0,44.0,1267.0
Australia,05/09/2020,184932,6939.0,97.0,6141.0
Austria,05/09/2020,22844,15833.0,615.0,13928.0
Azerbaijan,05/09/2020,22845,2422.0,31.0,1620.0
Bangladesh,05/09/2020,22848,13770.0,214.0,2414.0
Belarus,05/09/2020,22850,22052.0,126.0,6050.0
Belgium,05/09/2020,22851,52596.0,8581.0,13411.0
Benin,05/09/2020,22853,284.0,2.0,62.0
Bhutan,05/09/2020,22854,7.0,0.0,5.0
Bolivia,05/09/2020,22855,2437.0,114.0,258.0
Bosnia and Herzegovina,05/09/2020,22856,2090.0,102.0,1059.0
Botswana,05/09/2020,22857,23.0,1.0,12.0
Brazil,05/09/2020,22858,156061.0,10656.0,61685.0
Bulgaria,05/09/2020,22860,1921.0,90.0,422.0
Burkina Faso,05/09/2020,22861,748.0,48.0,569.0
Burundi,05/09/2020,22863,15.0,1.0,7.0
Cambodia,05/09/2020,22865,122.0,0.0,120.0
Cameroon,05/09/2020,22866,2274.0,108.0,1232.0
Canada,05/09/2020,346409,68918.0,4823.0,31262.0
Central African Republic,05/09/2020,22867,143.0,0.0,10.0
Chad,05/09/2020,22868,322.0,31.0,53.0
Chile,05/09/2020,22869,27219.0,304.0,12667.0
Colombia,05/09/2020,22870,10495.0,445.0,2569.0
Comoros,05/09/2020,22871,11.0,1.0,0.0
Costa Rica,05/09/2020,22874,780.0,6.0,480.0
Croatia,05/09/2020,22875,2176.0,87.0,1726.0
Cyprus,05/09/2020,22877,892.0,15.0,401.0
Czech Republic,05/09/2020,22878,8095.0,276.0,4447.0
Denmark,05/09/2020,68979,10517.0,526.0,8291.0
